"lon"	"lat"	"rname"
"30553"	-92.50046	38.25031	"30553"
"30594"	-71.188149	42.353696	"30594"
"30602"	-71.026964	42.370567	"30602"
"30612"	-74.010241	40.702898	"30612"
"30621"	-78.886424	42.89606	"30621"
"30627"	-82.5001	28.75054	"30627"
"30629"	-71.27875	42.300596	"30629"
"30634"	-77.036366	38.895112	"30634"
"30641"	-73.130503	41.207146	"30641"
"30651"	-117.925338	33.870292	"30651"
"30691"	-91.380456	39.97237	"30691"
"30735"	-82.582035	27.996097	"30735"
"30737"	-80.623618	28.079357	"30737"
"30762"	-77.487162	38.744685	"30762"
"30811"	-86.409948	30.479087	"30811"
"30813"	-68.850405	44.848517	"30813"
"30945"	-71.188149	42.353696	"30945"
"30966"	-117.756106	34.042286	"30966"
"30980"	-71.088745	42.308198	"30980"
"30992"	-71.2245	42.44732	"30992"
"30996"	-71.088745	42.308198	"30996"
"31000"	-71.188149	42.353696	"31000"
"31062"	-77.605404	39.041987	"31062"
"31186"	-117.750414	33.757245	"31186"
"31205"	-77.3418	38.96146	"31205"
"31218"	-87.471106	36.876568	"31218"
"31278"	-71.026964	42.370567	"31278"
"31330"	-76.483999	42.402794	"31330"
"31340"	-89.988768	40.719685	"31340"
"31515"	-83.00018	40.25034	"31515"
"31522"	-71.026964	42.370567	"31522"
"31626"	-77.836115	38.689832	"31626"
"31679"	-85.981909	30.27113	"31679"
"31720"	-94.883026	39.233204	"31720"
"31736"	-85.941203	36.942763	"31736"
"31759"	-87.7613	41.8457	"31759"
"31774"	-71.27875	42.300596	"31774"
"31815"	-93.314839	45.160411	"31815"
"31821"	-71.167083	42.417695	"31821"
"31851"	-81.30341	25.901487	"31851"
"31893"	-122.267801	37.870269	"31893"
"32012"	-90.907376	30.607221	"32012"
"32047"	-117.750414	33.757245	"32047"
"32087"	-117.808922	33.810564	"32087"
"32191"	-106.402738	31.763693	"32191"
"32222"	-96.564589	39.209375	"32222"
"32235"	-98.50063	38.50029	"32235"
"32352"	-96.564589	39.209375	"32352"
"32424"	-95.309789	29.813142	"32424"
"32443"	-81.667486	41.489381	"32443"
"32467"	-93.875744	36.683825	"32467"
"32474"	-94.596351	39.081976	"32474"
"32483"	-87.753945	41.845588	"32483"
"32524"	-87.658544	41.902042	"32524"
"32534"	-94.789177	39.043611	"32534"
"32643"	-92.50046	38.25031	"32643"
"32890"	-106.120582	38.629119	"32890"
"32920"	-96.823133	40.865142	"32920"
"32998"	-95.208909	39.023294	"32998"
"33065"	-98.50063	38.50029	"33065"
"33163"	-97.222828	32.730044	"33163"
"33216"	-77.394855	37.563911	"33216"
"33270"	-118.202054	33.871964	"33270"
"33304"	-91.657578	41.976612	"33304"
"33424"	-96.823133	40.865142	"33424"
"33461"	-84.582433	33.818717	"33461"
"33514"	-95.780662	38.988075	"33514"
"33594"	-71.177998	42.372596	"33594"
"33651"	-76.931652	39.002867	"33651"
"33735"	-97.195283	38.9111	"33735"
"33758"	-122.334825	37.381144	"33758"
"33856"	-96.790329	32.781179	"33856"
"33863"	-96.325984	30.609093	"33863"
"33887"	-76.623489	39.296536	"33887"
"34017"	-71.2398	42.388938	"34017"
"34079"	-77.3418	38.96146	"34079"
"34215"	-84.072463	33.865587	"34215"
"34233"	-87.58582	41.751671	"34233"
"34302"	-81.79481	26.142036	"34302"
"34331"	-77.44675	37.54812	"34331"
"34477"	-73.970812	42.614852	"34477"
"34500"	-71.188149	42.353696	"34500"
"34571"	-80.270379	25.753332	"34571"
"34610"	-81.047652	29.194	"34610"
"34741"	-71.08923	42.180048	"34741"
"34810"	-84.582433	33.818717	"34810"
"34838"	-84.076154	39.764189	"34838"
"34887"	77	20	"34887"
"35013"	-77.3418	38.96146	"35013"
"35017"	-82.087425	29.198907	"35017"
"35142"	-101.85517	33.57786	"35142"
"35178"	-77.46701	38.84479	"35178"
"35252"	-87.84312	41.8792	"35252"
"35285"	-117.894732	33.774478	"35285"
"35309"	-118.272947	33.920055	"35309"
"35406"	-122.223779	37.786027	"35406"
"35435"	-117.756106	34.042286	"35435"
"35488"	-75.233208	43.077369	"35488"
"35528"	-118.272947	33.920055	"35528"
"35792"	-97.164849	39.349452	"35792"
"35851"	-82.087425	29.198907	"35851"
"35917"	-87.658544	41.902042	"35917"
"35923"	-82.582035	27.996097	"35923"
"35959"	-82.800103	27.965853	"35959"
"35969"	-82.800103	27.965853	"35969"
"36006"	-82.800103	27.965853	"36006"
"36112"	-73.92097	41.70037	"36112"
"36114"	-81.79481	26.142036	"36114"
"36130"	-69.24977	45.50032	"36130"
"36142"	-71.011637	42.544644	"36142"
"36161"	-86.928132	40.467303	"36161"
"36183"	-80.802854	41.017082	"36183"
"36256"	-118.202054	33.871964	"36256"
"36292"	-82.802668	27.916998	"36292"
"36293"	-82.800103	27.965853	"36293"
"36365"	-120.718999	35.187883	"36365"
"36369"	-71.011637	42.544644	"36369"
"36379"	-71.188149	42.353696	"36379"
"36386"	-73.989319	40.694481	"36386"
"36399"	-71.011637	42.544644	"36399"
"36404"	-80.270379	25.753332	"36404"
"36419"	-98.086401	43.69591	"36419"
"36459"	-122.47011	37.730308	"36459"
"36467"	-82.802668	27.916998	"36467"
"36528"	-74.010241	40.702898	"36528"
"36588"	-122.47011	37.730308	"36588"
"36591"	-82.582035	27.996097	"36591"
"36666"	-87.881047	42.167508	"36666"
"36684"	-82.800103	27.965853	"36684"
"36689"	-82.800103	27.965853	"36689"
"36691"	-119.375646	36.303793	"36691"
"36698"	-86.409948	30.479087	"36698"
"36700"	-82.802668	27.916998	"36700"
"36708"	-82.800103	27.965853	"36708"
"36752"	-82.800103	27.965853	"36752"
"36769"	-94.502663	37.113343	"36769"
"36771"	-82.800103	27.965853	"36771"
"36807"	-82.666933	27.705578	"36807"
"36839"	-82.800103	27.965853	"36839"
"36879"	-82.802668	27.916998	"36879"
"36891"	-91.49905	41.634209	"36891"
"36947"	-82.802668	27.916998	"36947"
"36951"	-82.666933	27.705578	"36951"
"36954"	-82.800103	27.965853	"36954"
"37089"	-82.666933	27.705578	"37089"
"37187"	-82.282224	28.834011	"37187"
"37217"	-82.582035	27.996097	"37217"
"37241"	-71.188149	42.353696	"37241"
"37249"	-84.072463	33.865587	"37249"
"37260"	-79.986963	37.780216	"37260"
"37276"	-82.800103	27.965853	"37276"
"37298"	-97.1382	31.552011	"37298"
"37333"	-82.800103	27.965853	"37333"
"37406"	-82.800103	27.965853	"37406"
"37440"	-87.658544	41.902042	"37440"
"37449"	30	16	"37449"
"37526"	-82.45127	40.23423	"37526"
"37527"	-71.188149	42.353696	"37527"
"37669"	-71.088745	42.308198	"37669"
"37704"	-119.719707	34.4383	"37704"
"37754"	-76.483999	42.402794	"37754"
"37827"	-84.47405	33.844371	"37827"
"37858"	-82.802668	27.916998	"37858"
"37946"	-117.750414	33.757245	"37946"
"38042"	-82.800103	27.965853	"38042"
"38160"	-85.676819	38.188962	"38160"
"38211"	-122.223779	37.786027	"38211"
"38291"	-82.800103	27.965853	"38291"
"38338"	-84.072463	33.865587	"38338"
"38418"	-71.188149	42.353696	"38418"
"38429"	-76.208521	36.895911	"38429"
"38438"	-122.29673	37.860576	"38438"
"38462"	-78.886424	42.89606	"38462"
"38466"	-86.409948	30.479087	"38466"
"38505"	-117.750414	33.757245	"38505"
"38532"	-82.800103	27.965853	"38532"
"38535"	-117.396156	33.953349	"38535"
"38616"	-97.645741	29.694205	"38616"
"38636"	-5	32	"38636"
"38637"	-82.800103	27.965853	"38637"
"38722"	-71.459405	42.446396	"38722"
"38746"	-117.750414	33.757245	"38746"
"38814"	-70.946743	42.461246	"38814"
"38859"	-95.309789	29.813142	"38859"
"38870"	-82.802668	27.916998	"38870"
"38872"	-82.800103	27.965853	"38872"
"38965"	-71.199499	42.330653	"38965"
"39026"	-75.4999	43.00035	"39026"
"39046"	-94.502663	37.113343	"39046"
"39058"	-87.574963	37.997128	"39058"
"39081"	-84.176166	34.293049	"39081"
"39144"	-71.440409	42.320169	"39144"
"39157"	-81.667486	41.489381	"39157"
"39158"	-80.73703	38.00234	"39158"
"39434"	-73.130503	41.207146	"39434"
"39444"	-82.324515	29.648993	"39444"
"39482"	-82.647933	38.473824	"39482"
"39505"	-84.002061	33.719178	"39505"
"39507"	-77.44675	37.54812	"39507"
"39599"	-84.30205	34.112373	"39599"
"39670"	-76.737545	40.608245	"39670"
"39814"	-117.24821	32.759852	"39814"
"39858"	-71.188149	42.353696	"39858"
"39900"	-80.270379	25.753332	"39900"
"39922"	-71.2398	42.388938	"39922"
"40028"	-94.15839	43.886884	"40028"
"40089"	-71.2245	42.44732	"40089"
"40090"	-117.769442	33.640302	"40090"
"40112"	-77.271644	38.625541	"40112"
"40192"	-75.4999	43.00035	"40192"
"40224"	-71.08923	42.180048	"40224"
"40233"	-80.088926	26.238504	"40233"
"40237"	-118.272947	33.920055	"40237"
"40276"	-71.026964	42.370567	"40276"
"40283"	-98.462344	29.271089	"40283"
"40299"	-71.2245	42.44732	"40299"
"40301"	-77.548271	38.700017	"40301"
"40330"	-71.188149	42.353696	"40330"
"40363"	-71.167083	42.417695	"40363"
"40382"	-71.2398	42.388938	"40382"
"40389"	-77.645224	39.085309	"40389"
"40430"	30	16	"40430"
"40532"	-77.605404	39.041987	"40532"
"40544"	-117.750414	33.757245	"40544"
"40598"	-77.836115	38.689832	"40598"
"40612"	-77.430123	39.045384	"40612"
"40655"	30	16	"40655"
"40673"	-71.188149	42.353696	"40673"
"40762"	-71.2245	42.44732	"40762"
"40774"	-71.026964	42.370567	"40774"
"40943"	-82.802668	27.916998	"40943"
"40957"	-97.258997	37.651974	"40957"
"41001"	-118.272947	33.920055	"41001"
"41035"	-84.092267	33.962979	"41035"
"41038"	-117.753346	33.876584	"41038"
"41048"	-82.5001	28.75054	"41048"
"41243"	-71.026964	42.370567	"41243"
"41301"	-71.08923	42.180048	"41301"
"41340"	-71.026964	42.370567	"41340"
"41361"	-122.287305	37.506915	"41361"
"41397"	-87.319937	41.590686	"41397"
"41420"	-87.658544	41.902042	"41420"
"41459"	-77.32804	38.56762	"41459"
"41563"	-84.97823	32.472864	"41563"
"41573"	-122.47011	37.730308	"41573"
"41593"	-71.459405	42.446396	"41593"
"41831"	-82.800103	27.965853	"41831"
"41870"	-119.75126	37.25022	"41870"
"41973"	-94.25055	46.25024	"41973"
"42027"	-86.13216	39.775092	"42027"
"42119"	-87.753945	41.845588	"42119"
"42166"	-75.10588	40.059767	"42166"
"42231"	-84.47772	37.98869	"42231"
"42319"	-71.27875	42.300596	"42319"
"42344"	-84.096062	37.154931	"42344"
"42407"	-71.026964	42.370567	"42407"
"42439"	-119.75126	37.25022	"42439"
"42471"	-82.5001	28.75054	"42471"
"42587"	-77.367457	38.983887	"42587"
"42689"	-94.775768	29.310535	"42689"
"42740"	-71.414451	41.82275	"42740"
"42782"	-117.894732	33.774478	"42782"
"42831"	-94.596351	39.081976	"42831"
"42843"	-86.409948	30.479087	"42843"
"42846"	-82.800103	27.965853	"42846"
"42939"	-84.30205	34.112373	"42939"
"42968"	-96.834703	46.927094	"42968"
"42980"	-118.24285	33.940571	"42980"
"42989"	-86.409948	30.479087	"42989"
"43031"	-117.925338	33.870292	"43031"
"43101"	-75.703596	43.892324	"43101"
"43104"	-71.2245	42.44732	"43104"
"43150"	-71.167083	42.417695	"43150"
"43194"	-84.53822	39.166759	"43194"
"43219"	-82.800103	27.965853	"43219"
"43236"	-82.800103	27.965853	"43236"
"43244"	-71.2245	42.44732	"43244"
"43266"	-74.393444	40.519753	"43266"
"43294"	-71.459405	42.446396	"43294"
"43316"	-117.750414	33.757245	"43316"
"43318"	-71.459405	42.446396	"43318"
"43333"	-77.036366	38.895112	"43333"
"43458"	-117.925338	33.870292	"43458"
"43467"	-80.270379	25.753332	"43467"
"43498"	-97.258997	37.651974	"43498"
"43500"	-94.321556	38.615239	"43500"
"43529"	-91.165728	30.488553	"43529"
"43554"	8.9403	45.8066	"43554"
"43596"	-118.378612	33.887377	"43596"
"43602"	-71.088745	42.308198	"43602"
"43645"	-86.409948	30.479087	"43645"
"43667"	-96.114682	32.208934	"43667"
"43786"	-82.800103	27.965853	"43786"
"43796"	-82.5001	28.75054	"43796"
"43850"	-122.142521	37.42373	"43850"
"43867"	-95.309789	29.813142	"43867"
"43874"	-82.800103	27.965853	"43874"
"43923"	-84.30205	34.112373	"43923"
"43934"	-122.47011	37.730308	"43934"
"44108"	-77.487162	38.744685	"44108"
"44149"	-76.94553	38.955944	"44149"
"44169"	-77.46701	38.84479	"44169"
"44194"	-71.2245	42.44732	"44194"
"44252"	-121.555406	38.380456	"44252"
"44253"	-121.555406	38.380456	"44253"
"44313"	-117.9288	33.8685	"44313"
"44314"	-77.367457	38.983887	"44314"
"44473"	-80.270379	25.753332	"44473"
"44500"	-77.605404	39.041987	"44500"
"44506"	-81.778697	26.339806	"44506"
"44512"	-77.487162	38.744685	"44512"
"44525"	-81.79481	26.142036	"44525"
"44527"	-81.778697	26.339806	"44527"
"44543"	-77.605404	39.041987	"44543"
"44643"	-117.31293	33.960757	"44643"
"44804"	-82.049582	41.013655	"44804"
"44904"	-84.30205	34.112373	"44904"
"44962"	-81.778697	26.339806	"44962"
"45081"	-87.658544	41.902042	"45081"
"45396"	-71.167083	42.417695	"45396"
"45435"	-90.6718	40.45921	"45435"
"45497"	-71.088745	42.308198	"45497"
"45512"	-119.31373	36.62439	"45512"
"45549"	-93.314839	45.160411	"45549"
"45592"	-73.13834	40.90726	"45592"
"45637"	-70.59922	43.24898	"45637"
"45679"	-71.011637	42.544644	"45679"
"45870"	-71.2398	42.388938	"45870"
"45893"	-119.719707	34.4383	"45893"
"45974"	-122.47011	37.730308	"45974"
"46049"	-83.849622	33.529341	"46049"
"46054"	-77.3418	38.96146	"46054"
"46093"	-82.5001	28.75054	"46093"
"46129"	-71.2245	42.44732	"46129"
"46151"	-76.38992	37.072658	"46151"
"46209"	-77.44675	37.54812	"46209"
"46259"	-76.281	37.3267	"46259"
"46481"	-87.658544	41.902042	"46481"
"46538"	-84.47405	33.844371	"46538"
"46593"	-76.508402	37.418242	"46593"
"46649"	-117.894732	33.774478	"46649"
"46711"	-71.167083	42.417695	"46711"
"46731"	-71.026964	42.370567	"46731"
"46810"	-83.849622	33.529341	"46810"
"46929"	-76.084052	38.34738	"46929"
"46959"	-84.47772	37.98869	"46959"
"46961"	-76.208521	36.895911	"46961"
"47090"	-75.4999	43.00035	"47090"
"47260"	-71.088745	42.308198	"47260"
"47376"	-71.188149	42.353696	"47376"
"47385"	-117.870336	33.872237	"47385"
"47396"	-71.167083	42.417695	"47396"
